,degree
2996,119
2997,2
2998,12
2999,17
3000,5
3001,8
3002,5
3003,18
3004,9
3005,11
3006,2
3007,3
3008,2
3009,1
3010,5
3011,8
3012,2
3013,3
3014,2
3015,6
3016,2
3017,1
3018,51
3019,22
3020,20
3021,1
3022,6
3023,2
3024,30
3025,68
3026,8
3027,72
3028,18
3029,21
3030,14
3031,10
3032,17
3033,8
3034,18
3035,7
3036,22
3037,50
3038,10
3039,17
3040,17
3041,17
3042,56
3043,25
3044,27
3045,23
3046,99
3047,12
3048,34
3049,14
3050,9
3051,15
3052,33
3053,7
3054,10
3055,27
3056,12
3057,14
3058,8
3059,37
3060,44
3061,10
3062,15
3063,7
3064,20
3065,28
3066,7
3067,9
3068,11
3069,13
3070,14
3071,28
3072,5
3073,24
3074,11
3075,15
3076,8
3077,10
3078,9
3079,10
3080,5
3081,4
3082,10
3083,11
3084,6
3085,6
3086,4
3087,3
3088,5
3089,9
3090,5
3091,11
3092,11
3093,11
3094,9
3095,5
3096,15
3097,6
3098,2
3099,3
3100,2
3101,2
3102,6
3103,9
3104,7
3105,5
3106,5
3107,20
3108,9
3109,3
3110,7
3111,10
3112,1
3113,3
3114,8
3115,14
3116,3
3117,5
3118,9
3119,11
3120,34
3121,13
3122,14
3123,3
3124,19
3125,9
3126,8
3127,5
3128,8
3129,4
3130,10
3131,6
3132,14
3133,6
3134,10
3135,7
3136,11
3137,9
3138,3
3139,13
3140,12
3141,22
3142,12
3143,16
3144,16
3145,7
3146,12
3147,5
3148,5
3149,9
3150,10
3151,22
3152,9
3153,19
3154,8
3155,25
3156,28
3157,5
3158,22
3159,18
3160,34
3161,10
3162,12
3163,6
3164,14
3165,12
3166,8
3167,12
3168,10
3169,27
3170,3
3171,15
3172,3
3173,17
3174,7
3175,12
3176,10
3177,4
3178,42
3179,29
3180,15
3181,36
3182,12
3183,20
3184,23
3185,13
3186,11
3187,15
3188,3
3189,17
3190,9
3191,14
3192,20
3193,7
3194,4
3195,5
3196,8
3197,17
3198,21
3199,9
3200,9
3201,55
3202,6
3203,2
3204,16
3205,9
3206,17
3207,21
3208,11
3209,10
3210,4
3211,17
3212,4
3213,18
3214,19
3215,39
3216,22
3217,9
3218,13
3219,7
3220,9
3221,6
3222,8
3223,5
3224,1
3225,17
3226,8
3227,3
3228,11
3229,10
3230,4
3231,4
3232,20
3233,7
3234,14
3235,87
3236,18
3237,16
3238,5
3239,14
3240,7
3241,10
3242,5
3243,3
3244,12
3245,10
3246,23
3247,19
3248,23
3249,9
3250,9
3251,15
3252,14
3253,18
3254,11
3255,11
3256,7
3257,15
3258,27
3259,11
3260,20
3261,14
3262,9
3263,5
3264,10
3265,12
3266,11
3267,16
3268,9
3269,41
3270,11
3271,25
3272,14
3273,14
3274,15
3275,11
3276,5
3277,13
3278,17
3279,6
3280,7
3281,8
3282,20
3283,9
3284,3
3285,15
3286,5
3287,52
3288,15
3289,20
3290,1
3291,10
3292,3
3293,7
3294,10
3295,12
3296,8
3297,9
3298,19
3299,21
3300,18
3301,8
3302,13
3303,24
3304,3
3305,9
3306,13
3307,6
3308,11
3309,10
3310,9
3311,10
3312,13
3313,5
3314,17
3315,6
3316,10
3317,22
3318,12
3319,14
3320,12
3321,25
3322,21
3323,11
3324,18
3325,96
3326,24
3327,3
3328,2
3329,1
3330,3
3331,2
3332,3
3333,2
3334,3
3335,6
3336,17
3337,7
3338,35
3339,12
3340,11
3341,23
3342,25
3343,3
3344,7
3345,69
3346,7
3347,6
3348,3
3349,5
3350,6
3351,2
3352,3
3353,26
3354,6
3355,7
3356,7
3357,4
3358,3
3359,22
3360,7
3361,9
3362,15
3363,3
3364,6
3365,6
3366,3
3367,2
3368,1
3369,9
3370,6
3371,5
3372,3
3373,4
3374,4
3375,19
3376,5
3377,13
3378,2
3379,14
3380,7
3381,7
3382,8
3383,4
3384,15
3385,5
3386,7
3387,5
3388,21
3389,18
3390,18
3391,6
3392,8
3393,4
3394,1
3395,5
3396,3
3397,3
3398,10
3399,3
3400,8
3401,3
3402,5
3403,5
3404,17
3405,3
3406,4
3407,12
3408,5
3409,9
3410,1
3411,4
3412,7
3413,2
3414,96
3415,12
3416,11
3417,11
3418,22
3419,18
3420,14
3421,13
3422,12
3423,15
3424,7
3425,6
3426,2
3427,11
3428,42
3429,25
3430,28
3431,53
3432,11
3433,13
3434,36
3435,19
3436,12
3437,10
3438,23
3439,9
3440,9
3441,24
3442,16
3443,41
3444,22
3445,14
3446,15
3447,41
3448,18
3449,28
3450,50
3451,5
3452,20
3453,55
3454,18
3455,6
3456,7
3457,21
3458,6
3459,30
3460,25
3461,10
3462,39
3463,13
3464,23
3465,36
3466,17
3467,26
3468,20
3469,28
3470,14
3471,24
3472,41
3473,13
3474,19
3475,18
3476,22
3477,16
3478,17
3479,16
3480,29
3481,38
3482,20
3483,24
3484,11
3485,5
3486,22
3487,16
3488,11
3489,16
3490,9
3491,11
3492,19
3493,22
3494,12
3495,44
3496,23
3497,7
3498,8
3499,25
3500,10
3501,42
3502,22
3503,19
3504,4
3505,4
3506,11
3507,29
3508,9
3509,17
3510,17
3511,10
3512,3
3513,6
3514,6
3515,14
3516,7
3517,24
3518,24
3519,34
3520,9
3521,23
3522,8
3523,14
3524,13
3525,9
3526,43
3527,14
3528,4
3529,12
3530,9
3531,17
3532,16
3533,10
3534,1
3535,22
3536,12
3537,11
3538,3
3539,9
3540,14
3541,12
3542,9
3543,8
3544,1
3545,22
3546,7
3547,20
3548,24
3549,11
3550,5
3551,12
3552,15
3553,16
3554,10
3555,14
3556,15
3557,10
3558,3
3559,33
3560,16
3561,26
3562,7
3563,21
3564,36
3565,17
3566,14
3567,8
3568,17
3569,14
3570,8
3571,9
3572,3
3573,7
3574,4
3575,10
3576,6
3577,5
3578,10
3579,7
3580,10
3581,7
3582,12
3583,4
3584,13
3585,4
3586,2
3587,5
3588,19
3589,5
3590,13
3591,15
3592,28
3593,30
3594,9
3595,21
3596,6
3597,9
3598,3
3599,19
3600,3
3601,5
3602,11
3603,17
3604,5
3605,13
3606,3
3607,1
3608,6
3609,10
3610,6
3611,9
3612,17
3613,81
3614,11
3615,14
3616,43
3617,39
3618,11
3619,30
3620,21
3621,19
3622,23
3623,19
3624,19
3625,38
3626,15
3627,17
3628,21
3629,15
3630,41
3631,10
3632,13
3633,19
3634,24
3635,11
3636,22
3637,15
3638,18
3639,19
3640,16
3641,14
3642,14
3643,31
3644,19
3645,19
3646,12
3647,11
3648,17
3649,7
3650,17
3651,17
3652,9
3653,10
3654,16
3655,14
3656,9
3657,20
3658,10
3659,2
3660,18
3661,12
3662,4
3663,15
3664,6
3665,14
3666,3
3667,9
3668,1
3669,4
3670,2
3671,2
3672,10
3673,4
3674,19
3675,22
3676,10
3677,38
3678,6
3679,7
3680,21
3681,12
3682,2
3683,6
3684,7
3685,7
3686,5
3687,6
3688,4
3689,7
3690,113
3691,9
3692,4
3693,19
3694,11
3695,9
3696,12
3697,3
3698,3
3699,10
3700,2
3701,14
3702,16
3703,13
3704,8
3705,17
3706,48
3707,7
3708,7
3709,59
3710,34
3711,26
3712,22
3713,14
3714,12
3715,14
3716,5
3717,5
3718,82
3719,2
3720,16
3721,15
3722,117
3723,105
3724,3
3725,13
3726,9
3727,10
3728,17
3729,32
3730,8
3731,13
3732,11
3733,6
3734,2
3735,6
3736,7
3737,18
3738,11
3739,14
3740,7
3741,1
3742,2
3743,18
3744,8
3745,33
3746,15
3747,12
3748,5
3749,9
3750,6
3751,13
3752,93
3753,14
3754,12
3755,30
3756,5
3757,6
3758,12
3759,5
3760,15
3761,10
3762,13
3763,9
3764,17
3765,10
3766,21
3767,14
3768,19
3769,18
3770,24
3771,10
3772,5
3773,10
3774,20
3775,6
3776,3
3777,23
3778,5
3779,3
3780,17
3781,9
3782,23
3783,2
3784,5
3785,4
3786,42
3787,29
3788,6
3789,4
3790,28
3791,11
3792,18
3793,10
3794,4
3795,13
3796,1
3797,13
3798,17
3799,20
3800,8
3801,6
3802,18
3803,16
3804,11
3805,20
3806,8
3807,10
3808,17
3809,15
3810,14
3811,18
3812,12
3813,4
3814,13
3815,13
3816,10
3817,7
3818,11
3819,7
3820,14
3821,9
3822,9
3823,11
3824,10
3825,4
3826,19
3827,17
3828,6
3829,25
3830,16
3831,11
3832,9
3833,9
3834,13
3835,9
3836,20
3837,10
3838,12
3839,4
3840,5
3841,22
3842,43
3843,30
3844,5
3845,3
3846,10
3847,15
3848,8
3849,12
3850,8
3851,17
3852,14
3853,12
3854,12
3855,7
3856,8
3857,6
3858,3
3859,8
3860,17
3861,7
3862,14
3863,4
3864,4
3865,52
3866,2
3867,6
3868,9
3869,26
3870,13
3871,9
3872,14
3873,10
3874,16
3875,12
3876,11
3877,18
3878,8
3879,14
3880,3
3881,5
3882,3
3883,17
3884,5
3885,18
3886,12
3887,36
3888,25
3889,9
3890,2
3891,16
3892,13
3893,10
3894,2
3895,1
3896,19
3897,14
3898,7
3899,12
3900,8
3901,29
3902,16
3903,6
3904,21
3905,12
3906,8
3907,9
3908,10
3909,5
3910,30
3911,8
3912,18
3913,5
3914,3
3915,2
3916,17
3917,7
3918,11
3919,1
3920,2
3921,4
3922,16
3923,11
3924,2
3925,27
3926,4
3927,11
3928,8
3929,7
3930,23
3931,22
3932,8
3933,7
3934,10
3935,14
3936,15
3937,7
3938,16
3939,9
3940,5
3941,4
3942,15
3943,11
3944,17
3945,16
3946,15
3947,9
3948,4
3949,6
3950,3
3951,5
3952,22
3953,12
3954,4
3955,6
3956,5
3957,9
3958,5
3959,39
3960,6
3961,15
3962,6
3963,1
3964,10
3965,6
3966,7
3967,23
3968,5
3969,10
3970,12
3971,2
3972,7
3973,6
3974,6
3975,14
3976,9
3977,6
3978,33
3979,2
3980,2
3981,9
3982,13
3983,17
3984,4
3985,8
3986,18
3987,7
3988,7
3989,14
3990,5
3991,4
3992,33
3993,11
3994,7
3995,6
3996,14
3997,12
3998,10
3999,14
4000,16
4001,21
4002,3
4003,17
4004,15
4005,7
4006,2
4007,8
4008,45
4009,10
4010,14
4011,10
4012,20
4013,13
4014,4
4015,1
4016,11
4017,5
4018,10
4019,24
4020,12
4021,10
4022,8
4023,19
4024,14
4025,8
4026,19
4027,14
4028,4
4029,1
4030,25
4031,22
4032,17
4033,15
4034,21
4035,10
4036,16
4037,20
4038,13
4039,9
4040,6
4041,19
4042,11
4043,4
4044,11
4045,17
4046,3
4047,4
4048,2
4049,11
4050,69
4051,3
4052,10
4053,7
4054,36
4055,9
4056,20
4057,138
4058,38
4059,83
4060,113
4061,16
4062,5
4063,11
4064,18
4065,11
4066,14
4067,16
4068,20
4069,120
4070,14
4071,9
4072,21
4073,3
4074,5
4075,12
4076,6
4077,7
4078,15
4079,10
4080,11
4081,21
4082,13
4083,10
4084,19
4085,10
4086,6
4087,11
4088,14
4089,12
4090,7
4091,4
4092,4
4093,14
4094,11
4095,6
4096,5
4097,10
4098,19
4099,16
4100,66
4101,6
4102,14
4103,13
4104,11
4105,2
4106,15
4107,10
4108,15
4109,14
4110,6
4111,17
4112,8
4113,12
4114,25
4115,17
4116,10
4117,13
4118,14
4119,15
4120,72
4121,6
4122,8
4123,11
4124,7
4125,17
4126,15
4127,16
4128,14
4129,8
4130,13
4131,12
4132,13
4133,20
4134,8
4135,13
4136,4
4137,10
4138,11
4139,13
4140,5
4141,2
4142,9
4143,9
4144,22
4145,13
4146,5
4147,3
4148,3
4149,20
4150,13
4151,11
4152,11
4153,10
4154,13
4155,15
4156,12
4157,17
4158,8
4159,9
4160,10
4161,8
4162,14
4163,10
4164,9
4165,2
4166,15
4167,21
4168,12
4169,8
4170,17
4171,7
4172,10
4173,52
4174,17
4175,5
4176,7
4177,6
4178,8
4179,5
4180,1
4181,16
4182,4
4183,21
4184,13
4185,14
4186,3
4187,5
4188,11
4189,9
4190,12
4191,17
4192,20
4193,6
4194,4
4195,6
4196,14
4197,7
4198,13
4199,16
4200,2
4201,14
4202,30
4203,12
4204,17
4205,12
4206,16
4207,9
4208,10
4209,16
4210,36
4211,9
4212,35
4213,17
4214,15
4215,15
4216,16
4217,8
4218,17
4219,28
4220,80
4221,18
4222,53
4223,25
4224,15
4225,44
4226,19
4227,10
4228,24
4229,17
4230,19
4231,4
4232,9
4233,26
4234,4
4235,6
4236,19
4237,18
4238,13
4239,6
4240,8
4241,16
4242,15
4243,11
4244,23
4245,20
4246,34
4247,10
4248,17
4249,7
4250,8
4251,23
4252,8
4253,20
4254,7
4255,12
4256,15
4257,5
4258,18
4259,9
4260,25
4261,11
4262,18
4263,17
4264,4
4265,12
4266,8
4267,12
4268,10
4269,2
4270,16
4271,16
4272,19
4273,22
4274,23
4275,28
4276,10
4277,2
4278,16
4279,49
4280,6
4281,6
4282,28
4283,1
4284,17
4285,7
4286,16
4287,127
4288,17
4289,8
4290,9
4291,24
4292,12
4293,3
4294,3
4295,18
4296,18
4297,14
4298,21
4299,13
4300,28
4301,20
4302,8
4303,4
4304,14
4305,11
4306,19
4307,18
4308,8
4309,5
4310,9
4311,127
4312,5
4313,12
4314,8
4315,3
4316,17
4317,16
4318,13
4319,5
4320,6
4321,8
4322,49
4323,14
4324,21
4325,67
4326,8
4327,8
4328,14
4329,14
4330,20
4331,22
4332,13
4333,22
4334,8
4335,16
4336,25
4337,6
4338,18
4339,7
4340,7
4341,8
4342,19
4343,13
4344,11
4345,10
4346,3
4347,7
4348,9
4349,8
4350,53
4351,13
4352,7
4353,21
4354,5
4355,7
4356,6
4357,2
4358,11
4359,8
4360,7
4361,6
4362,9
4363,2
4364,12
4365,5
4366,10
4367,8
4368,1
4369,7
4370,11
4371,103
4372,4
4373,13
4374,11
4375,9
4376,15
4377,114
4378,14
4379,5
4380,12
4381,27
4382,23
4383,2
4384,19
4385,71
4386,10
4387,8
4388,7
4389,12
4390,12
4391,21
4392,1
4393,4
4394,6
4395,5
4396,12
4397,4
4398,7
4399,9
4400,24
4401,4
4402,7
4403,7
4404,1
4405,1
4406,2
4407,6
4408,6
4409,1
4410,5
4411,5
4412,2
4413,5
4414,6
4415,10
4416,4
4417,8
4418,4
4419,2
4420,5
4421,4
4422,5
4423,9
4424,6
4425,14
4426,13
4427,14
4428,6
4429,7
4430,4
4431,19
4432,18
4433,14
4434,6
4435,11
4436,9
4437,4
4438,8
4439,26
4440,3
4441,23
4442,13
4443,16
4444,42
4445,2
4446,2
4447,3
4448,3
4449,4
4450,4
4451,4
4452,16
4453,14
4454,38
4455,12
4456,9
4457,8
4458,23
4459,32
4460,25
4461,14
4462,20
4463,36
4464,9
4465,1
4466,5
4467,2
4468,1
4469,2
4470,4
4471,4
4472,1
4473,5
4474,4
4475,15
4476,9
4477,13
4478,12
4479,4
4480,78
4481,3
4482,7
4483,3
4484,14
4485,3
4486,12
4487,9
4488,17
4489,13
4490,23
4491,14
4492,12
4493,11
4494,5
4495,4
4496,2
4497,9
4498,2
4499,7
4500,8
4501,30
4502,3
4503,2
4504,6
4505,18
4506,7
4507,17
4508,8
4509,13
4510,6
4511,7
4512,13
4513,15
4514,6
4515,2
4516,13
4517,41
4518,11
4519,9
4520,18
4521,41
4522,41
4523,20
4524,6
4525,13
4526,9
4527,6
4528,8
4529,13
4530,24
4531,23
4532,17
4533,10
4534,9
4535,22
4536,19
4537,48
4538,8
4539,10
4540,21
4541,17
4542,15
4543,9
4544,17
4545,31
4546,13
4547,15
4548,5
4549,9
4550,12
4551,42
4552,2
4553,6
4554,12
4555,8
4556,14
4557,5
4558,7
4559,6
4560,6
4561,12
4562,8
4563,16
4564,4
4565,9
4566,3
4567,11
4568,9
4569,11
4570,13
4571,2
4572,8
4573,23
4574,6
4575,12
4576,14
4577,9
4578,10
4579,10
4580,15
4581,36
4582,8
4583,8
4584,10
4585,4
4586,10
4587,16
4588,6
4589,10
4590,6
4591,16
4592,29
4593,9
4594,19
4595,4
4596,7
4597,29
4598,12
4599,10
4600,5
4601,7
4602,6
4603,2
4604,27
4605,1
4606,13
4607,2
4608,8
4609,6
4610,9
4611,12
4612,10
4613,13
4614,8
4615,21
4616,3
4617,2
4618,2
4619,6
4620,8
4621,2
4622,4
4623,4
4624,4
4625,5
4626,3
4627,13
4628,2
4629,5
4630,20
4631,13
4632,5
4633,12
4634,8
4635,15
4636,11
4637,6
4638,11
4639,10
4640,2
4641,1
4642,2
4643,9
4644,10
4645,32
4646,6
4647,15
4648,16
4649,20
4650,10
4651,25
4652,12
4653,12
4654,13
4655,8
4656,18
4657,5
4658,35
4659,9
4660,10
4661,7
4662,15
4663,6
4664,21
4665,10
4666,12
4667,25
4668,18
4669,8
4670,12
4671,4
4672,9
4673,2
4674,7
4675,21
4676,17
4677,29
4678,7
4679,16
4680,1
4681,5
4682,4
4683,2
4684,4
4685,1
4686,41
4687,6
4688,2
4689,2
4690,4
4691,6
4692,6
4693,43
4694,4
4695,5
4696,22
4697,28
4698,23
4699,22
4700,20
4701,11
4702,18
4703,12
4704,15
4705,16
4706,16
4707,9
4708,6
4709,7
4710,10
4711,11
4712,17
4713,11
4714,5
4715,9
4716,4
4717,5
4718,10
4719,1
4720,1
4721,2
4722,3
4723,2
4724,8
4725,13
4726,10
4727,1
4728,28
4729,3
4730,9
4731,7
4732,6
4733,7
4734,24
4735,18
4736,11
4737,2
4738,23
4739,5
4740,7
4741,6
4742,15
4743,2
4744,11
4745,2
4746,4
4747,6
4748,8
4749,25
4750,7
4751,5
4752,10
4753,6
4754,12
4755,15
4756,9
4757,5
4758,32
4759,11
4760,4
4761,8
4762,10
4763,21
4764,13
4765,10
4766,17
4767,6
4768,2
4769,8
4770,3
4771,5
4772,13
4773,39
4774,9
4775,16
4776,12
4777,16
4778,10
4779,15
4780,59
4781,2
4782,4
4783,10
4784,8
4785,1
4786,3
4787,16
4788,33
4789,2
4790,2
4791,4
4792,3
4793,19
4794,6
4795,8
4796,5
4797,1
4798,3
4799,4
4800,1
4801,1
4802,1
4803,9
4804,15
4805,6
4806,4
4807,2
4808,2
4809,2
4810,1
4811,2
4812,17
4813,7
4814,4
4815,13
4816,19
4817,8
4818,6
4819,4
4820,6
4821,15
4822,25
4823,6
4824,17
4825,9
4826,6
4827,16
4828,6
4829,3
4830,9
4831,7
4832,5
4833,6
4834,2
4835,4
4836,6
4837,1
4838,17
4839,7
4840,1
4841,7
4842,8
4843,9
4844,3
4845,22
4846,12
4847,7
4848,9
4849,11
4850,10
4851,6
4852,15
4853,131
4854,24
4855,3
4856,5
4857,2
4858,3
4859,13
4860,5
4861,5
4862,4
4863,9
4864,5
4865,1
4866,67
4867,49
4868,11
4869,3
4870,2
4871,3
4872,2
4873,1
4874,4
4875,13
4876,42
4877,2
4878,7
4879,22
4880,14
4881,5
4882,7
4883,3
4884,3
4885,3
4886,11
4887,12
4888,5
4889,2
4890,4
4891,8
4892,3
4893,3
4894,22
4895,21
4896,15
4897,43
4898,3
4899,36
4900,12
4901,3
4902,11
4903,15
4904,3
4905,6
4906,4
4907,8
4908,8
4909,6
4910,7
4911,14
4912,5
4913,1
4914,11
4915,5
4916,7
4917,4
4918,54
4919,12
4920,6
4921,8
4922,12
4923,6
4924,13
4925,5
4926,17
4927,15
4928,12
4929,9
4930,41
4931,5
4932,2
4933,2
4934,4
4935,1
4936,3
4937,9
4938,16
4939,9
4940,11
4941,7
4942,10
4943,9
4944,11
4945,2
4946,2
4947,5
4948,16
4949,15
4950,15
4951,17
4952,18
4953,3
4954,18
4955,4
4956,4
4957,14
4958,26
4959,5
4960,42
4961,12
4962,14
4963,39
4964,6
4965,3
4966,12
4967,13
4968,5
4969,22
4970,6
4971,3
4972,3
4973,3
4974,6
4975,3
4976,6
4977,10
4978,4
4979,19
4980,8
4981,12
4982,4
4983,8
4984,34
4985,17
4986,6
4987,11
4988,4
4989,9
4990,14
4991,27
4992,3
4993,9
4994,7
4995,14
4996,11
4997,8
4998,3
4999,4
5000,10
5001,9
5002,19
5003,8
5004,18
5005,54
5006,24
5007,6
5008,19
5009,1
5010,4
5011,28
5012,1
5013,14
5014,10
5015,5
5016,6
5017,5
5018,14
5019,6
5020,12
5021,7
5022,7
5023,9
5024,76
5025,90
5026,2
5027,1
5028,1
5029,9
5030,1
5031,13
5032,2
5033,6
5034,2
5035,29
5036,22
5037,3
5038,8
5039,2
5040,5
5041,8
5042,4
5043,6
5044,19
5045,3
5046,8
5047,18
5048,25
5049,28
5050,8
5051,12
5052,34
5053,15
5054,6
5055,3
5056,4
5057,17
5058,15
5059,7
5060,14
5061,22
5062,11
5063,11
5064,14
5065,16
5066,9
5067,7
5068,10
5069,10
5070,7
5071,16
5072,14
5073,11
5074,13
5075,25
5076,2
5077,7
5078,9
5079,7
5080,11
5081,10
5082,21
5083,5
5084,8
5085,9
5086,3
5087,13
5088,4
5089,5
5090,27
5091,23
5092,60
5093,5
5094,10
5095,9
5096,11
5097,7
5098,3
5099,19
5100,11
5101,6
5102,11
5103,12
5104,4
5105,8
5106,14
5107,11
5108,17
5109,3
5110,4
5111,7
5112,3
5113,3
5114,12
5115,17
5116,8
5117,6
5118,13
5119,3
5120,6
5121,12
5122,5
5123,17
5124,7
5125,5
5126,58
5127,11
5128,17
5129,5
5130,8
5131,10
5132,72
5133,18
5134,4
5135,9
5136,17
5137,9
5138,13
5139,8
5140,12
5141,32
5142,2
5143,9
5144,92
5145,9
5146,36
5147,17
5148,13
5149,16
5150,9
5151,15
5152,9
5153,3
5154,7
5155,3
5156,6
5157,10
5158,9
5159,5
5160,24
5161,16
5162,12
5163,17
5164,4
5165,8
5166,8
5167,13
5168,12
5169,6
5170,15
5171,10
5172,12
5173,5
5174,5
5175,4
5176,9
5177,2
5178,17
5179,22
5180,12
5181,21
5182,11
5183,10
5184,4
5185,2
5186,2
5187,2
5188,26
5189,8
5190,6
5191,6
5192,1
5193,2
5194,2
5195,53
5196,17
5197,19
5198,18
5199,11
5200,7
5201,8
5202,6
5203,11
5204,3
5205,6
5206,31
5207,6
5208,8
5209,12
5210,9
5211,1
5212,11
5213,11
5214,9
5215,4
5216,2
5217,8
5218,17
5219,7
5220,2
5221,4
5222,3
5223,6
5224,4
5225,5
5226,20
5227,8
5228,7
5229,7
5230,4
5231,6
5232,4
5233,5
5234,8
5235,8
5236,5
5237,6
5238,8
5239,14
5240,4
5241,2
5242,3
5243,10
5244,29
5245,5
5246,6
5247,6
5248,3
5249,3
5250,7
5251,2
5252,4
5253,36
5254,58
5255,5
5256,1
5257,2
5258,10
5259,32
5260,12
5261,16
5262,6
5263,4
5264,5
5265,1
5266,5
5267,7
5268,2
5269,2
5270,3
5271,1
5272,2
5273,31
5274,20
5275,4
5276,16
5277,15
5278,3
5279,5
5280,4
5281,5
5282,1
5283,3
5284,4
5285,5
5286,6
5287,4
5288,6
5289,5
5290,25
5291,10
5292,6
5293,2
5294,27
5295,4
5296,14
5297,37
5298,5
5299,19
5300,8
5301,5
5302,8
5303,28
5304,9
5305,22
5306,5
5307,17
5308,12
5309,16
5310,6
5311,15
5312,11
5313,7
5314,4
5315,6
5316,14
5317,7
5318,3
5319,12
5320,4
5321,9
5322,11
5323,3
5324,3
5325,8
5326,7
5327,12
5328,8
5329,12
5330,6
5331,47
5332,9
5333,4
5334,24
5335,11
5336,3
5337,10
5338,10
5339,21
5340,6
5341,6
5342,12
5343,4
5344,2
5345,7
5346,2
5347,1
5348,3
5349,1
5350,1
5351,11
5352,6
5353,52
5354,18
5355,8
5356,5
5357,5
5358,7
5359,10
5360,16
5361,6
5362,10
5363,11
5364,8
5365,8
5366,16
5367,9
5368,6
5369,4
5370,7
5371,19
5372,31
5373,29
5374,29
5375,46
5376,8
5377,10
5378,2
5379,6
5380,2
5381,10
5382,10
5383,5
5384,3
5385,2
5386,89
5387,3
5388,2
5389,30
5390,8
5391,11
5392,4
5393,6
5394,4
5395,2
5396,1
5397,6
5398,4
5399,7
5400,1
5401,1
5402,5
5403,4
5404,1
5405,6
5406,5
5407,8
5408,17
5409,13
5410,5
5411,19
5412,14
5413,7
5414,7
5415,7
5416,15
5417,4
5418,1
5419,4
5420,4
5421,3
5422,1
5423,2
5424,1
5425,1
5426,3
5427,5
5428,1
5429,2
5430,17
5431,13
5432,9
5433,2
5434,7
5435,4
5436,9
5437,7
5438,1
5439,1
5440,5
5441,2
5442,2
5443,16
5444,16
5445,13
5446,7
5447,9
5448,5
5449,47
5450,16
5451,3
5452,14
5453,2
5454,8
5455,5
5456,3
5457,4
5458,6
5459,22
5460,10
5461,1
5462,10
5463,5
5464,16
5465,2
5466,10
5467,24
5468,4
5469,2
5470,5
5471,7
5472,5
5473,23
5474,8
5475,6
5476,7
5477,18
5478,3
5479,12
5480,16
5481,2
5482,5
5483,9
5484,1
5485,13
5486,1
5487,29
5488,12
5489,17
5490,19
5491,11
5492,15
5493,6
5494,6
5495,2
5496,21
5497,7
5498,5
5499,14
5500,7
5501,7
5502,11
5503,10
5504,5
5505,4
5506,10
5507,18
5508,8
5509,21
5510,4
5511,24
5512,11
5513,13
5514,7
5515,3
5516,6
5517,5
5518,3
5519,8
5520,10
5521,8
5522,17
5523,2
5524,2
5525,1
5526,5
5527,2
5528,13
5529,6
5530,5
5531,3
5532,15
5533,6
5534,9
5535,25
5536,3
5537,4
5538,9
5539,9
5540,8
5541,9
5542,33
5543,13
5544,5
5545,26
5546,4
5547,6
5548,18
5549,7
5550,19
5551,18
5552,8
5553,17
5554,10
5555,14
5556,17
5557,6
5558,9
5559,3
5560,6
5561,33
5562,7
5563,5
5564,5
5565,2
5566,2
5567,50
5568,5
5569,5
5570,12
5571,7
5572,2
5573,25
5574,3
5575,5
5576,10
5577,2
5578,5
5579,5
5580,5
5581,1
5582,4
5583,5
5584,2
5585,2
5586,14
5587,3
5588,1
5589,9
5590,7
5591,2
5592,6
5593,2
5594,11
5595,3
5596,12
5597,31
5598,1
5599,2
5600,5
5601,2
5602,2
5603,19
5604,2
5605,1
5606,1
5607,95
5608,29
5609,9
5610,11
5611,14
5612,17
5613,13
5614,6
5615,2
5616,3
5617,4
5618,2
5619,36
5620,8
5621,10
5622,18
5623,15
5624,6
5625,8
5626,6
5627,2
5628,10
5629,5
5630,11
5631,20
5632,13
5633,7
5634,40
5635,10
5636,4
5637,4
5638,7
5639,5
5640,7
5641,3
5642,27
5643,2
5644,9
5645,6
5646,8
5647,4
5648,8
5649,3
5650,4
5651,3
5652,5
5653,9
5654,8
5655,20
5656,3
5657,2
5658,8
5659,6
5660,8
5661,38
5662,14
5663,4
5664,7
5665,3
5666,9
5667,4
5668,7
5669,8
5670,3
5671,13
5672,5
5673,6
5674,33
5675,14
5676,9
5677,12
5678,14
5679,13
5680,11
5681,13
5682,10
5683,10
5684,4
5685,7
5686,4
5687,11
5688,7
5689,17
5690,22
5691,21
5692,17
5693,12
5694,12
5695,5
5696,12
5697,15
5698,5
5699,5
5700,2
5701,9
5702,5
5703,12
5704,3
5705,18
5706,6
5707,12
5708,9
5709,8
5710,12
5711,22
5712,9
5713,15
5714,9
5715,9
5716,2
5717,14
5718,6
5719,10
5720,19
5721,9
5722,13
5723,3
5724,9
5725,2
5726,4
5727,1
5728,23
5729,2
5730,7
5731,6
5732,3
5733,5
5734,2
5735,4
5736,12
5737,5
5738,40
5739,3
5740,17
5741,9
5742,6
5743,4
5744,16
5745,3
5746,4
5747,6
5748,3
5749,3
5750,5
5751,4
5752,6
5753,24
5754,18
5755,3
5756,19
5757,15
5758,10
5759,10
5760,11
5761,13
5762,3
5763,17
5764,19
5765,8
5766,8
5767,8
5768,8
5769,147
5770,2
5771,1
5772,2
5773,3
5774,11
5775,17
5776,6
5777,4
5778,22
5779,1
5780,1
5781,1
5782,3
5783,10
5784,10
5785,2
5786,4
5787,1
5788,2
5789,3
5790,1
5791,2
5792,1
5793,2
5794,1
