,degree
8594,3
8595,5
8596,3
8597,5
8598,12
8599,1
8600,11
8601,3
8602,6
8603,5
8604,3
8605,7
8606,5
8607,14
8608,7
8609,7
8610,4
8611,3
8612,11
8613,16
8614,9
8615,15
8616,7
8617,5
8618,10
8619,10
8620,11
8621,8
8622,21
8623,7
8624,10
8625,5
8626,8
8627,9
8628,5
8629,7
8630,6
8631,7
8632,11
8633,6
8634,4
8635,6
8636,7
8637,6
8638,13
8639,4
8640,3
8641,2
8642,13
8643,7
8644,16
8645,1
8646,1
8647,2
8648,1
8649,5
8650,2
8651,5
8652,7
8653,8
8654,4
8655,6
8656,1
8657,6
8658,8
8659,7
8660,1
8661,4
8662,16
8663,11
8664,1
8665,2
8666,5
8667,7
8668,3
8669,4
8670,3
8671,3
8672,4
8673,1
8674,3
8675,1
8676,1
8677,1
8678,6
8679,11
8680,4
8681,7
8682,9
8683,2
8684,5
8685,17
8686,8
8687,13
8688,6
8689,8
8690,13
8691,6
8692,9
8693,3
8694,7
8695,1
8696,1
8697,4
8698,10
8699,8
8700,11
8701,4
8702,11
8703,7
8704,2
8705,3
8706,11
8707,8
8708,13
8709,6
8710,29
8711,9
8712,5
8713,1
8714,18
8715,6
8716,3
8717,5
8718,2
8719,5
8720,19
8721,12
8722,1
8723,2
8724,8
8725,45
8726,2
8727,13
8728,7
8729,5
8730,4
8731,17
8732,2
8733,4
8734,10
8735,3
8736,6
8737,5
8738,2
8739,3
8740,10
8741,7
8742,4
8743,5
8744,2
8745,9
8746,3
8747,3
8748,10
8749,8
8750,21
8751,4
8752,1
8753,13
8754,7
8755,7
8756,31
8757,3
8758,2
8759,2
8760,2
8761,16
8762,5
8763,4
8764,10
8765,35
8766,16
8767,10
8768,2
8769,19
8770,11
8771,9
8772,12
8773,8
8774,7
8775,6
8776,19
8777,5
8778,3
8779,8
8780,8
8781,11
8782,3
8783,3
8784,10
8785,5
8786,9
8787,4
8788,6
8789,3
8790,1
8791,8
8792,3
8793,5
8794,5
8795,10
8796,3
8797,4
8798,10
8799,12
8800,14
8801,4
8802,6
8803,7
8804,13
8805,3
8806,4
8807,4
8808,1
8809,10
8810,10
8811,9
8812,3
8813,3
8814,4
8815,2
8816,9
8817,10
8818,8
8819,8
8820,6
8821,12
8822,4
8823,7
8824,14
8825,9
8826,11
8827,19
8828,2
8829,5
8830,4
8831,5
8832,6
8833,10
8834,11
8835,11
8836,7
8837,82
8838,10
8839,12
8840,13
8841,3
8842,4
8843,6
8844,14
8845,2
8846,4
8847,15
8848,25
8849,3
8850,4
8851,3
8852,5
8853,7
8854,11
8855,5
8856,2
8857,9
8858,9
8859,7
8860,13
8861,4
8862,10
8863,12
8864,7
8865,16
8866,14
8867,11
8868,12
8869,8
8870,3
8871,9
8872,1
8873,4
8874,3
8875,8
8876,3
8877,5
8878,11
8879,23
8880,12
8881,7
8882,10
8883,20
8884,9
8885,29
8886,8
8887,13
8888,13
8889,39
8890,3
8891,2
8892,1
8893,11
8894,10
8895,14
8896,19
8897,11
8898,17
8899,2
8900,4
8901,2
8902,4
8903,3
8904,11
8905,3
8906,2
8907,8
8908,4
8909,19
8910,4
8911,1
8912,18
8913,9
8914,5
8915,2
8916,5
8917,10
8918,11
8919,3
8920,4
8921,14
8922,5
8923,3
8924,3
8925,2
8926,18
8927,1
8928,19
8929,10
8930,7
8931,7
8932,6
8933,13
8934,2
8935,29
8936,7
8937,2
8938,1
8939,5
8940,4
8941,9
8942,8
8943,6
8944,2
8945,1
8946,9
8947,5
8948,3
8949,20
8950,9
8951,4
8952,3
8953,2
8954,2
8955,2
8956,1
8957,56
8958,1
8959,3
8960,9
8961,1
8962,8
8963,15
8964,7
8965,2
8966,1
8967,1
8968,16
8969,3
8970,26
8971,5
8972,1
8973,5
8974,5
8975,5
8976,6
8977,6
8978,2
8979,4
8980,6
8981,10
8982,6
8983,24
8984,2
8985,1
8986,6
8987,3
8988,23
8989,5
8990,5
8991,4
8992,10
8993,14
8994,7
8995,11
8996,14
8997,9
8998,2
8999,3
9000,3
9001,1
9002,10
9003,1
9004,4
9005,2
9006,13
9007,11
9008,7
9009,9
9010,14
9011,5
9012,4
9013,9
9014,2
9015,3
9016,18
9017,9
9018,5
9019,7
9020,30
9021,10
9022,12
9023,13
9024,3
9025,6
9026,12
9027,1
9028,6
9029,9
9030,4
9031,22
9032,6
9033,8
9034,6
9035,6
9036,9
9037,7
9038,5
9039,4
9040,4
9041,11
9042,5
9043,4
9044,11
9045,11
9046,8
9047,9
9048,6
9049,30
9050,16
9051,12
9052,3
9053,6
9054,12
9055,6
9056,6
9057,10
9058,7
9059,2
9060,1
9061,8
9062,4
9063,10
9064,3
9065,6
9066,5
9067,3
9068,2
9069,3
9070,13
9071,1
9072,4
9073,5
9074,7
9075,2
9076,4
9077,7
9078,5
9079,9
9080,4
9081,5
9082,101
9083,3
9084,6
9085,4
9086,4
9087,58
9088,15
9089,18
9090,78
9091,30
9092,9
9093,18
9094,5
9095,7
9096,4
9097,14
9098,2
9099,9
9100,6
9101,5
9102,3
9103,9
9104,5
9105,77
9106,7
9107,6
9108,2
9109,12
9110,6
9111,9
9112,8
9113,4
9114,3
9115,3
9116,11
9117,47
9118,7
9119,5
9120,9
9121,5
9122,8
9123,6
9124,46
9125,2
9126,9
9127,4
9128,2
9129,10
9130,7
9131,7
9132,7
9133,6
9134,4
9135,4
9136,3
9137,2
9138,5
9139,5
9140,3
9141,10
9142,2
9143,9
9144,12
9145,6
9146,6
9147,5
9148,3
9149,3
9150,8
9151,7
9152,1
9153,16
9154,3
9155,12
9156,5
9157,12
9158,7
9159,5
9160,8
9161,7
9162,1
9163,3
9164,9
9165,2
9166,4
9167,5
9168,2
9169,1
9170,1
9171,1
9172,8
9173,1
9174,6
9175,9
9176,7
9177,9
9178,6
9179,2
9180,3
9181,14
9182,15
9183,8
9184,8
9185,4
9186,8
9187,2
9188,3
9189,1
9190,5
9191,4
9192,5
9193,5
9194,1
9195,8
9196,5
9197,3
9198,2
9199,4
9200,54
9201,3
9202,16
9203,3
9204,4
9205,8
9206,9
9207,14
9208,6
9209,9
9210,8
9211,10
9212,13
9213,10
9214,9
9215,8
9216,11
9217,14
9218,6
9219,1
9220,1
9221,4
9222,2
9223,11
9224,13
9225,8
9226,7
9227,11
9228,4
9229,4
9230,6
9231,11
9232,27
9233,6
9234,12
9235,4
9236,12
9237,9
9238,4
9239,8
9240,5
9241,6
9242,16
9243,9
9244,5
9245,4
9246,6
9247,9
9248,14
9249,16
9250,1
9251,8
9252,6
9253,6
9254,5
9255,2
9256,2
9257,7
9258,4
9259,4
9260,4
9261,6
9262,7
9263,8
9264,2
9265,4
9266,3
9267,3
9268,6
9269,8
9270,8
9271,5
9272,3
9273,9
9274,12
9275,5
9276,8
9277,8
9278,2
9279,7
9280,2
9281,2
9282,4
9283,6
9284,13
9285,11
9286,8
9287,7
9288,15
9289,16
9290,6
9291,18
9292,3
9293,7
9294,2
9295,6
9296,8
9297,8
9298,5
9299,10
9300,10
9301,8
9302,17
9303,8
9304,6
9305,7
9306,6
9307,11
9308,7
9309,8
9310,5
9311,6
9312,7
9313,7
9314,8
9315,17
9316,7
9317,3
9318,11
9319,5
9320,8
9321,3
9322,1
9323,22
9324,13
9325,3
9326,4
9327,9
9328,3
9329,2
9330,2
9331,7
9332,15
9333,3
9334,5
9335,4
9336,4
9337,4
9338,5
9339,23
9340,9
9341,5
9342,2
9343,9
9344,3
9345,1
9346,1
9347,7
9348,5
9349,10
9350,4
9351,10
9352,4
9353,6
9354,6
9355,5
9356,5
9357,1
9358,1
9359,2
9360,3
9361,3
9362,5
9363,6
9364,9
9365,8
9366,7
9367,8
9368,14
9369,12
9370,9
9371,4
9372,1
9373,1
9374,1
9375,5
9376,5
9377,1
9378,3
9379,16
9380,8
9381,7
9382,4
9383,6
9384,7
9385,2
9386,1
9387,3
9388,4
9389,6
9390,4
9391,1
9392,4
9393,4
9394,7
9395,6
9396,4
9397,5
9398,2
9399,7
9400,5
9401,6
9402,8
9403,1
9404,14
9405,2
9406,3
9407,7
9408,4
9409,2
9410,19
9411,1
9412,2
9413,12
9414,6
9415,12
9416,2
9417,4
9418,3
9419,22
9420,8
9421,1
9422,8
9423,1
9424,16
9425,4
9426,7
9427,1
9428,62
9429,6
9430,11
9431,9
9432,11
9433,4
9434,4
9435,12
9436,3
9437,7
9438,2
9439,8
9440,12
9441,6
9442,24
9443,5
9444,6
9445,13
9446,5
9447,19
9448,6
9449,10
9450,4
9451,3
9452,2
9453,1
9454,5
9455,4
9456,4
9457,3
9458,2
9459,4
9460,7
9461,15
9462,15
9463,20
9464,8
9465,7
9466,6
9467,3
9468,9
9469,5
9470,7
9471,4
9472,21
9473,1
9474,5
9475,2
9476,6
9477,2
9478,1
9479,1
9480,4
9481,36
9482,5
9483,8
9484,11
9485,2
9486,3
9487,4
9488,1
9489,1
9490,4
9491,1
9492,1
9493,7
9494,4
9495,11
9496,3
9497,20
9498,2
9499,8
9500,2
9501,1
9502,6
9503,11
9504,12
9505,3
9506,7
9507,5
9508,1
9509,3
9510,6
9511,1
9512,5
9513,12
9514,5
9515,2
9516,3
9517,1
9518,3
9519,2
9520,8
9521,5
9522,6
9523,3
9524,2
9525,2
9526,2
9527,15
9528,4
9529,2
9530,5
9531,6
9532,1
9533,1
9534,3
9535,5
9536,1
9537,1
9538,1
9539,10
9540,2
9541,1
9542,4
9543,1
9544,4
9545,6
9546,8
9547,12
9548,2
9549,9
9550,5
9551,4
9552,6
9553,4
9554,3
9555,10
9556,3
9557,14
9558,4
9559,1
9560,1
9561,5
9562,7
9563,16
9564,6
9565,4
9566,4
9567,3
9568,3
9569,15
9570,4
9571,4
9572,2
9573,6
9574,7
9575,10
9576,4
9577,5
9578,3
9579,14
9580,5
9581,1
9582,13
9583,2
9584,22
9585,6
9586,3
9587,6
9588,2
9589,7
9590,1
9591,5
9592,7
9593,6
9594,19
9595,5
9596,3
9597,3
9598,1
9599,1
9600,1
9601,2
9602,2
9603,4
9604,1
9605,5
9606,3
9607,4
9608,12
9609,5
9610,2
9611,9
9612,2
9613,8
9614,8
9615,2
9616,2
9617,4
9618,2
9619,2
9620,11
9621,1
9622,5
9623,5
9624,3
9625,1
9626,6
9627,10
9628,2
9629,21
9630,10
9631,3
9632,7
9633,5
9634,2
9635,1
9636,1
9637,2
9638,3
9639,4
9640,4
9641,7
9642,3
9643,3
9644,1
9645,3
9646,1
9647,2
9648,8
9649,3
9650,6
9651,2
9652,1
9653,3
9654,1
9655,1
9656,12
9657,3
9658,1
9659,4
9660,3
9661,1
9662,9
9663,5
9664,11
9665,7
9666,12
9667,2
9668,6
9669,8
9670,4
9671,3
9672,3
9673,22
9674,2
9675,42
9676,3
9677,3
9678,2
9679,8
9680,12
9681,2
9682,37
9683,4
9684,2
9685,13
9686,1
9687,3
9688,4
9689,35
9690,1
9691,1
9692,7
9693,6
9694,5
9695,1
9696,10
9697,1
9698,3
9699,5
9700,7
9701,5
9702,2
9703,9
9704,9
9705,1
9706,4
9707,12
9708,3
9709,3
9710,7
9711,7
9712,18
9713,5
9714,6
9715,12
9716,10
9717,2
9718,4
9719,3
9720,7
9721,3
9722,7
9723,5
9724,16
9725,6
9726,12
9727,8
9728,2
9729,1
9730,6
9731,10
9732,8
9733,3
9734,2
9735,3
9736,4
9737,3
9738,3
9739,4
9740,8
9741,4
9742,5
9743,11
9744,11
9745,1
9746,14
9747,1
9748,4
9749,6
9750,2
9751,10
9752,4
9753,6
9754,3
9755,8
9756,4
9757,4
9758,5
9759,44
9760,6
9761,3
9762,3
9763,5
9764,14
9765,5
9766,9
9767,27
9768,3
9769,15
9770,12
9771,7
9772,8
9773,23
9774,19
9775,14
9776,12
9777,12
9778,1
9779,4
9780,2
9781,5
9782,5
9783,4
9784,4
9785,6
9786,6
9787,9
9788,4
9789,2
9790,9
9791,17
9792,2
9793,3
9794,5
9795,4
9796,9
9797,4
9798,4
9799,3
9800,3
9801,3
9802,22
9803,7
9804,4
9805,9
9806,4
9807,8
9808,6
9809,4
9810,10
9811,3
9812,1
9813,3
9814,17
9815,6
9816,2
9817,6
9818,7
9819,19
9820,7
9821,4
9822,7
9823,5
9824,7
9825,3
9826,4
9827,5
9828,2
9829,1
9830,2
9831,10
9832,3
9833,14
9834,7
9835,2
9836,47
9837,4
9838,5
9839,8
9840,8
9841,1
9842,5
9843,5
9844,1
9845,7
9846,8
9847,6
9848,8
9849,8
9850,4
9851,4
9852,3
9853,3
9854,2
9855,2
9856,18
9857,6
9858,8
9859,8
9860,9
9861,4
9862,6
9863,10
9864,8
9865,10
9866,2
9867,8
9868,3
9869,10
9870,13
9871,5
9872,10
9873,7
9874,5
9875,4
9876,9
9877,7
9878,14
9879,25
9880,6
9881,5
9882,16
9883,17
9884,3
9885,1
9886,1
9887,8
9888,4
9889,1
9890,12
9891,6
9892,11
9893,3
9894,7
9895,11
9896,3
9897,6
9898,4
9899,4
9900,2
9901,2
9902,13
9903,4
9904,10
9905,3
9906,4
9907,10
9908,10
9909,6
9910,7
9911,7
9912,7
9913,8
9914,2
9915,23
9916,5
9917,5
9918,8
9919,10
9920,11
9921,3
9922,1
9923,1
9924,5
9925,8
9926,2
9927,1
9928,3
9929,5
9930,12
9931,2
9932,7
9933,4
9934,5
9935,6
9936,1
9937,3
9938,7
9939,3
9940,2
9941,9
9942,2
9943,2
9944,7
9945,22
9946,6
9947,5
9948,4
9949,1
9950,12
9951,11
9952,8
9953,3
9954,3
9955,2
9956,1
9957,2
9958,5
9959,4
9960,20
9961,3
9962,7
9963,3
9964,1
9965,20
9966,2
9967,2
9968,9
9969,4
9970,6
9971,4
9972,8
9973,13
9974,2
9975,4
9976,37
9977,7
9978,10
9979,4
9980,10
9981,3
9982,6
9983,6
9984,1
9985,3
9986,3
9987,3
9988,2
9989,3
9990,1
9991,6
9992,2
9993,4
9994,4
9995,2
9996,5
9997,7
9998,6
9999,3
10000,4
10001,6
10002,10
10003,6
10004,8
10005,3
10006,3
10007,3
10008,2
10009,3
10010,6
10011,9
10012,7
10013,11
10014,4
10015,11
10016,12
10017,1
10018,6
10019,3
10020,5
10021,2
10022,18
10023,3
10024,5
10025,3
10026,4
10027,8
10028,4
10029,2
10030,1
10031,4
10032,7
10033,7
10034,4
10035,5
10036,9
10037,7
10038,1
10039,2
10040,5
10041,1
10042,4
10043,29
10044,10
10045,14
10046,14
10047,2
10048,3
10049,6
10050,1
10051,18
10052,14
10053,6
10054,6
10055,16
10056,1
10057,5
10058,1
10059,2
10060,6
10061,24
10062,5
10063,14
10064,2
10065,3
10066,1
10067,7
10068,17
10069,9
10070,5
10071,4
10072,3
10073,2
10074,3
10075,4
10076,3
10077,7
10078,5
10079,2
10080,3
10081,3
10082,8
10083,4
10084,6
10085,3
10086,5
10087,1
10088,7
10089,3
10090,3
10091,16
10092,2
10093,5
10094,16
10095,10
10096,1
10097,2
10098,2
10099,7
10100,2
10101,1
10102,3
10103,3
10104,4
10105,5
10106,5
10107,4
10108,27
10109,1
10110,1
10111,2
10112,3
10113,4
10114,3
10115,5
10116,3
10117,2
10118,2
10119,19
10120,5
10121,12
10122,5
10123,6
10124,6
10125,4
10126,6
10127,5
10128,8
10129,34
10130,8
10131,4
10132,4
10133,5
10134,6
10135,9
10136,1
10137,8
10138,9
10139,1
10140,9
10141,6
10142,2
10143,3
10144,3
10145,2
10146,5
10147,2
10148,2
10149,3
10150,1
10151,1
10152,4
10153,6
10154,4
10155,3
10156,6
10157,6
10158,9
10159,15
10160,10
10161,7
10162,4
10163,7
10164,16
10165,26
10166,5
10167,4
10168,5
10169,6
10170,11
10171,81
10172,9
10173,4
10174,1
10175,2
10176,35
10177,2
10178,9
10179,9
10180,4
10181,7
10182,4
10183,5
10184,4
10185,2
10186,5
10187,4
10188,9
10189,5
10190,7
10191,11
10192,5
10193,4
10194,7
10195,9
10196,10
10197,11
10198,6
10199,2
10200,4
10201,2
10202,1
10203,1
10204,7
10205,1
10206,1
10207,7
10208,2
10209,9
10210,1
10211,3
10212,2
10213,2
10214,3
10215,4
10216,4
10217,8
10218,2
10219,4
10220,8
10221,6
10222,4
10223,6
10224,3
10225,7
10226,4
10227,1
10228,2
10229,18
10230,3
10231,8
10232,5
10233,18
10234,2
10235,8
10236,10
10237,5
10238,1
10239,2
10240,4
10241,2
10242,15
10243,5
10244,3
10245,2
10246,4
10247,7
10248,3
10249,5
10250,29
10251,3
10252,2
10253,1
10254,3
10255,9
10256,6
10257,4
10258,4
10259,11
10260,13
10261,3
10262,4
10263,3
10264,15
10265,1
10266,6
10267,1
10268,3
10269,8
10270,4
10271,5
10272,2
10273,7
10274,1
10275,1
10276,1
10277,5
10278,2
10279,6
10280,4
10281,1
10282,6
10283,8
10284,4
10285,9
10286,6
10287,2
10288,6
10289,8
10290,3
10291,1
10292,1
10293,1
10294,2
10295,16
10296,11
10297,1
10298,2
10299,21
10300,2
10301,3
10302,11
10303,4
10304,4
10305,7
10306,3
10307,10
10308,5
10309,2
10310,3
10311,2
10312,3
10313,5
10314,9
10315,5
10316,5
10317,2
10318,23
10319,7
10320,8
10321,5
10322,5
10323,3
10324,6
10325,4
10326,2
10327,3
10328,2
10329,6
10330,3
10331,3
10332,5
10333,3
10334,1
10335,8
10336,6
10337,4
10338,6
10339,3
10340,2
10341,4
10342,3
10343,2
10344,2
10345,8
10346,4
10347,9
10348,2
10349,4
10350,1
10351,2
10352,4
10353,10
10354,3
10355,5
10356,7
10357,24
10358,5
10359,6
10360,2
10361,9
10362,2
10363,7
10364,4
10365,26
10366,3
10367,1
10368,12
10369,1
10370,2
10371,2
10372,6
10373,1
10374,5
10375,5
10376,1
10377,1
10378,8
10379,3
10380,4
10381,1
10382,2
10383,3
10384,17
10385,5
10386,14
10387,1
10388,2
10389,3
10390,3
10391,1
10392,5
10393,4
10394,1
10395,7
10396,7
10397,13
10398,2
10399,1
10400,16
10401,8
10402,3
10403,2
10404,4
10405,2
10406,3
10407,5
10408,5
10409,5
10410,5
10411,9
10412,1
10413,1
10414,2
10415,5
10416,11
10417,3
10418,2
10419,4
10420,3
10421,1
10422,2
10423,2
10424,3
10425,2
10426,5
10427,3
10428,3
10429,2
10430,8
10431,3
10432,1
10433,11
10434,2
10435,1
10436,4
10437,2
10438,1
10439,8
10440,9
10441,5
10442,1
10443,5
10444,3
10445,1
10446,4
10447,1
10448,4
10449,5
10450,2
10451,3
10452,7
10453,2
10454,2
10455,1
10456,2
10457,7
10458,4
10459,6
10460,2
10461,4
10462,2
10463,2
10464,5
10465,2
10466,3
10467,1
10468,6
10469,5
10470,3
10471,3
10472,6
10473,4
10474,1
10475,7
10476,4
10477,14
10478,5
10479,17
10480,2
10481,1
10482,3
10483,2
10484,1
10485,7
10486,10
10487,2
10488,1
10489,4
10490,6
10491,1
10492,4
10493,1
10494,3
10495,3
10496,3
10497,2
10498,1
10499,2
10500,11
10501,1
10502,1
10503,1
10504,3
10505,1
10506,2
10507,11
10508,4
10509,1
10510,2
10511,23
10512,1
10513,3
10514,3
10515,9
10516,2
10517,4
10518,6
10519,5
10520,8
10521,8
10522,1
10523,8
10524,4
10525,5
10526,2
10527,2
10528,12
10529,1
10530,1
10531,1
10532,1
10533,10
10534,2
10535,6
10536,3
10537,3
10538,3
10539,1
10540,3
10541,4
10542,9
10543,2
10544,11
10545,10
10546,3
10547,1
10548,2
10549,8
10550,11
10551,3
10552,4
10553,6
10554,7
10555,2
10556,15
10557,5
10558,1
10559,5
10560,1
10561,3
10562,2
10563,4
10564,6
10565,3
10566,1
10567,1
10568,5
10569,1
10570,7
10571,5
10572,1
10573,5
10574,3
10575,4
10576,9
10577,1
10578,5
10579,7
10580,6
10581,5
10582,4
10583,1
10584,2
10585,1
10586,5
10587,1
10588,17
10589,7
10590,11
10591,1
10592,3
10593,3
10594,3
10595,3
10596,5
10597,2
10598,18
10599,8
10600,1
10601,5
10602,2
10603,29
10604,6
10605,1
10606,1
10607,1
10608,1
10609,1
10610,1
10611,2
10612,2
10613,3
10614,4
10615,5
10616,1
10617,1
10618,3
10619,4
10620,10
10621,8
10622,4
10623,4
10624,5
10625,5
10626,2
10627,3
10628,22
10629,6
10630,3
10631,1
10632,2
10633,2
10634,2
10635,2
10636,2
10637,6
10638,1
10639,8
10640,1
10641,2
10642,3
10643,1
10644,6
10645,7
10646,3
10647,2
10648,4
10649,11
10650,5
10651,5
10652,2
10653,5
10654,4
10655,3
10656,5
10657,6
10658,19
10659,2
10660,2
10661,4
10662,10
10663,2
10664,3
10665,2
10666,4
10667,1
10668,3
10669,2
10670,4
10671,6
10672,4
10673,5
10674,20
10675,8
10676,15
10677,5
10678,3
10679,6
10680,5
10681,10
10682,2
10683,6
10684,12
10685,3
10686,2
10687,3
10688,1
10689,1
10690,10
10691,6
10692,1
10693,1
10694,7
10695,1
10696,3
10697,2
10698,1
10699,4
10700,5
10701,4
10702,2
10703,1
10704,4
10705,3
10706,2
10707,2
10708,11
10709,7
10710,3
10711,9
10712,4
10713,8
10714,3
10715,3
10716,2
10717,1
10718,6
10719,1
10720,7
10721,1
10722,3
10723,1
10724,3
10725,1
10726,2
10727,9
10728,4
10729,1
10730,2
10731,2
10732,9
10733,4
10734,2
10735,1
10736,4
10737,16
10738,2
10739,2
10740,1
10741,27
10742,1
10743,1
10744,1
10745,4
10746,7
10747,1
10748,3
10749,15
10750,3
10751,3
10752,2
10753,1
10754,12
10755,1
10756,4
10757,2
10758,1
10759,2
10760,1
10761,1
10762,2
10763,2
10764,2
10765,4
10766,1
10767,5
10768,1
10769,1
10770,1
10771,3
10772,1
10773,1
10774,1
10775,4
10776,1
10777,3
10778,1
10779,1
10780,2
10781,2
10782,1
10783,5
10784,1
10785,2
10786,9
10787,6
10788,4
10789,1
10790,4
10791,2
10792,1
10793,1
10794,4
10795,2
10796,5
10797,1
10798,1
10799,3
10800,1
10801,1
10802,1
10803,12
10804,2
10805,3
10806,1
10807,1
10808,1
10809,1
10810,2
10811,2
10812,2
10813,5
10814,1
10815,1
10816,1
10817,1
10818,1
10819,7
10820,1
10821,1
10822,1
10823,1
10824,1
10825,1
10826,1
10827,2
10828,1
10829,1
10830,11
10831,1
10832,1
10833,1
10834,2
10835,3
10836,1
10837,2
10838,4
10839,2
10840,11
10841,2
10842,2
10843,2
10844,1
10845,1
10846,11
10847,12
10848,2
10849,1
10850,6
10851,5
10852,2
10853,1
10854,1
10855,1
10856,3
10857,1
10858,6
10859,2
10860,1
10861,3
10862,4
10863,3
10864,1
10865,1
10866,1
10867,1
10868,1
10869,9
10870,1
10871,2
10872,1
10873,2
10874,1
10875,1
10876,2
10877,1
10878,2
10879,1
10880,1
10881,3
10882,5
10883,1
10884,1
10885,1
10886,1
10887,7
10888,2
10889,2
10890,3
10891,3
10892,1
10893,2
10894,2
10895,1
10896,1
10897,1
10898,1
10899,5
10900,2
10901,2
10902,1
10903,12
10904,1
10905,7
10906,1
10907,4
10908,3
10909,1
10910,4
10911,1
10912,1
10913,37
10914,5
10915,2
10916,1
10917,4
10918,4
10919,4
10920,7
10921,7
10922,1
10923,1
10924,23
10925,2
10926,1
10927,8
10928,3
10929,3
10930,1
10931,2
10932,38
10933,1
10934,2
10935,1
10936,7
10937,1
10938,1
10939,3
10940,1
10941,2
10942,1
10943,1
10944,3
10945,2
10946,2
10947,1
10948,1
10949,1
10950,5
10951,1
10952,6
10953,3
10954,1
10955,7
10956,3
10957,24
10958,1
10959,1
10960,2
10961,2
10962,1
10963,3
10964,13
10965,2
10966,1
10967,2
10968,1
10969,8
10970,1
10971,1
10972,3
10973,3
10974,5
10975,3
10976,2
10977,5
10978,4
10979,1
10980,3
10981,1
10982,1
10983,2
10984,3
10985,4
10986,1
10987,1
10988,1
10989,1
10990,1
10991,3
10992,2
10993,1
10994,4
10995,9
10996,6
10997,6
10998,2
10999,1
11000,1
11001,9
11002,1
11003,15
11004,1
11005,5
11006,3
11007,2
11008,3
11009,2
11010,2
11011,1
11012,5
11013,1
11014,7
11015,13
11016,3
11017,12
11018,3
11019,3
11020,5
11021,2
11022,3
11023,2
11024,6
11025,10
11026,2
11027,5
11028,5
11029,12
11030,11
11031,7
11032,3
11033,3
11034,1
11035,3
11036,3
11037,2
11038,3
11039,2
11040,6
11041,2
11042,10
11043,3
11044,4
11045,3
11046,2
11047,10
11048,5
11049,1
11050,6
11051,4
11052,3
11053,3
11054,8
11055,2
11056,1
11057,5
11058,3
11059,11
11060,5
11061,2
11062,1
11063,15
11064,13
11065,2
11066,10
11067,6
11068,5
11069,5
11070,1
11071,6
11072,7
11073,3
11074,3
11075,3
11076,6
11077,7
11078,3
11079,3
11080,2
11081,12
11082,2
11083,1
11084,5
11085,5
11086,3
11087,1
11088,2
11089,5
11090,2
11091,2
11092,3
11093,8
11094,3
11095,2
11096,10
11097,5
11098,12
11099,8
11100,3
11101,6
11102,9
11103,1
11104,10
11105,3
11106,1
11107,3
11108,5
11109,4
11110,1
11111,14
11112,5
11113,4
11114,5
11115,2
11116,1
11117,4
11118,9
11119,2
11120,7
11121,4
11122,4
11123,10
11124,6
11125,2
11126,5
11127,8
11128,2
11129,2
11130,4
11131,1
11132,1
11133,1
11134,5
11135,1
11136,3
11137,1
11138,2
11139,8
11140,3
11141,24
11142,3
11143,5
11144,9
11145,4
11146,1
11147,1
11148,3
11149,1
11150,4
11151,2
11152,2
11153,1
11154,5
11155,2
11156,5
11157,5
11158,2
11159,2
11160,4
11161,5
11162,1
11163,3
11164,3
11165,4
11166,4
11167,26
11168,9
11169,3
11170,2
11171,2
11172,4
11173,5
11174,15
11175,2
11176,2
11177,2
11178,4
11179,4
11180,2
11181,1
11182,1
11183,2
11184,1
11185,5
11186,7
11187,5
11188,2
11189,3
11190,3
11191,3
11192,1
11193,5
11194,3
11195,1
11196,12
11197,3
11198,5
11199,5
11200,1
11201,3
11202,2
11203,6
11204,2
11205,1
11206,4
11207,2
11208,4
11209,2
11210,5
11211,1
11212,2
11213,2
11214,1
11215,2
11216,1
11217,6
11218,6
11219,1
11220,1
11221,1
11222,1
11223,1
11224,6
11225,8
11226,14
11227,1
11228,6
11229,4
11230,1
11231,2
11232,9
11233,6
11234,1
11235,2
11236,2
11237,1
11238,3
11239,3
11240,4
11241,1
11242,1
11243,3
11244,3
11245,5
11246,4
11247,2
11248,2
11249,7
11250,2
11251,3
11252,14
11253,5
11254,6
11255,9
11256,32
11257,6
11258,12
11259,6
11260,3
11261,3
11262,4
11263,8
11264,1
11265,1
11266,1
11267,1
11268,1
11269,5
11270,6
11271,3
11272,2
11273,3
11274,14
11275,8
11276,5
11277,10
11278,3
11279,1
11280,1
11281,2
11282,2
11283,1
11284,1
11285,8
11286,3
11287,10
11288,4
11289,1
11290,3
11291,2
11292,4
11293,1
11294,1
11295,5
11296,1
11297,3
11298,2
11299,22
11300,10
11301,3
11302,2
11303,1
11304,1
11305,2
11306,2
11307,2
11308,4
11309,3
11310,2
11311,2
11312,2
11313,2
11314,2
11315,8
11316,4
11317,4
11318,4
11319,1
11320,1
11321,1
11322,2
11323,3
11324,3
11325,4
11326,1
11327,2
11328,1
11329,3
11330,3
11331,1
11332,1
11333,2
11334,3
11335,2
11336,1
11337,2
11338,1
11339,1
11340,1
11341,2
11342,1
11343,2
11344,1
11345,2
11346,3
11347,10
11348,4
11349,3
11350,3
11351,8
11352,1
11353,2
11354,1
11355,1
11356,7
11357,1
11358,3
11359,1
11360,1
11361,1
11362,1
11363,3
11364,2
11365,14
11366,1
11367,1
11368,3
11369,4
11370,1
11371,1
11372,20
11373,5
11374,2
11375,3
11376,2
11377,6
11378,9
11379,3
11380,1
11381,6
11382,4
11383,1
11384,2
11385,3
11386,5
11387,1
11388,1
11389,2
11390,3
11391,1
11392,1
